ag_names,year,officers_total,population,ori,agency_name,agency_type_name,county_name,v_crime,n_v,value_v,n_nv,value_nv,n_kill,drug_use,tot_pop,black,med_inc,black_perc
arcade police department,2010,4,1786,GA0780400,Arcade Police Department,City,jackson,15,0,0,0,0,0,0.0932715442,58347,4084,51506,0.06999502973589045
arcade police department,2011,4,1810,GA0780400,Arcade Police Department,City,jackson,15,0,0,0,0,0,0.0932715442,59798,4297,52883,0.071858590588314
arcade police department,2012,3,1829,GA0780400,Arcade Police Department,City,jackson,5,0,0,0,0,0,0.0932715442,60268,4297,53393,0.0712982013672264
arcade police department,2013,3,1752,GA0780400,Arcade Police Department,City,jackson,7,0,0,0,0,0,0.0932715442,60577,4377,53179,0.07225514634267131
arcade police department,2014,3,1755,GA0780400,Arcade Police Department,City,jackson,6,0,0,0,0,0,0.0932715442,60928,4419,52857,0.0725282300420168
arcade police department,2015,3,1780,GA0780400,Arcade Police Department,City,jackson,4,0,0,0,0,0,0.0932715442,61420,4434,53379,0.07219146857701074
arcade police department,2016,3,1801,GA0780400,Arcade Police Department,City,jackson,15,0,0,0,0,0,0.0932715442,62131,4335,54246,0.06977193349535658
arcade police department,2017,3,1811,GA0780400,Arcade Police Department,City,jackson,13,0,0,0,0,0,0.0932715442,63851,4433,57999,0.06942726034048018
arcade police department,2018,4,1905,GA0780400,Arcade Police Department,City,jackson,25,0,0,0,0,0,0.0932715442,65755,4393,62495,0.06680860771044027
arlington police department,2009,3,1491,GA0190100,Arlington Police Department,City,early,29,0,0,0,0,0,0.0851855599,11812,6025,28063,0.510074500507958
arlington police department,2010,3,1479,GA0190100,Arlington Police Department,City,early,5,0,0,0,0,0,0.0851855599,11286,5785,26928,0.512581959950381
arlington police department,2011,4,1498,GA0190100,Arlington Police Department,City,early,27,0,0,0,0,0,0.0851855599,11110,5676,27645,0.5108910891089109
arlington police department,2012,4,1496,GA0190100,Arlington Police Department,City,early,61,0,0,0,0,0,0.0851855599,10928,5549,29772,0.5077781844802343
arlington police department,2013,3,1412,GA0190100,Arlington Police Department,City,early,304,0,0,0,0,0,0.0851855599,10787,5516,28853,0.5113562621674238
arlington police department,2014,3,1406,GA0190100,Arlington Police Department,City,early,472,0,0,0,0,0,0.0851855599,10662,5343,35000,0.5011254924029263
arlington police department,2015,3,1392,GA0190100,Arlington Police Department,City,early,25,0,0,0,0,0,0.0851855599,10579,5328,31680,0.5036392853766897
arlington police department,2016,3,1392,GA0190100,Arlington Police Department,City,early,22,0,0,0,0,0,0.0851855599,10480,5289,28599,0.504675572519084
arlington police department,2017,3,1392,GA0190100,Arlington Police Department,City,early,16,0,0,0,0,0,0.0851855599,10405,5302,29493,0.5095627102354637
arlington police department,2018,4,1375,GA0190100,Arlington Police Department,City,early,12,0,0,0,0,0,0.0851855599,10348,5315,31567,0.5136258214147661
ashburn police department,2009,15,4215,GA1420100,Ashburn Police Department,City,turner,0,0,0,0,0,0,0.0851855599,9374,3731,30414,0.3980157883507574
ashburn police department,2010,16,4152,GA1420100,Ashburn Police Department,City,turner,69,0,0,0,0,0,0.0851855599,9025,3783,30763,0.4191689750692521
ashburn police department,2011,16,4207,GA1420100,Ashburn Police Department,City,turner,115,0,0,0,0,0,0.0851855599,8973,3778,29851,0.42104090047921544
ashburn police department,2012,16,4169,GA1420100,Ashburn Police Department,City,turner,58,0,0,0,0,0,0.0851855599,8834,3642,27056,0.41227077201720624
ashburn police department,2013,16,3814,GA1420100,Ashburn Police Department,City,turner,104,0,0,0,0,0,0.0851855599,8637,3603,28326,0.41715873567210837
ashburn police department,2014,19,3707,GA1420100,Ashburn Police Department,City,turner,424,0,0,0,0,0,0.0851855599,8491,3623,29763,0.42668708043811093
ashburn police department,2015,17,3706,GA1420100,Ashburn Police Department,City,turner,46,0,0,0,0,0,0.0851855599,8338,3417,31806,0.4098105061165747
ashburn police department,2016,16,3757,GA1420100,Ashburn Police Department,City,turner,85,0,0,0,0,0,0.0851855599,8151,3301,34667,0.40498098392835236
ashburn police department,2017,15,3674,GA1420100,Ashburn Police Department,City,turner,48,0,0,0,0,0,0.0851855599,8036,3449,42622,0.4291936286709806
ashburn police department,2018,15,3623,GA1420100,Ashburn Police Department,City,turner,47,0,0,0,0,0,0.0851855599,7962,3423,38341,0.42991710625470986
athens technical college,2009,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,113112,29430,33364,0.2601845957988542
athens technical college,2010,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,115070,30883,34253,0.26838446163205004
athens technical college,2011,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,116131,30299,34151,0.2609036346884122
athens technical college,2012,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,117762,30810,33846,0.2616293880878382
athens technical college,2013,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,118864,31252,33060,0.2629223314039575
athens technical college,2014,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,119681,31615,33430,0.26416056015574735
athens technical college,2015,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,120905,32110,32162,0.26558041437492247
athens technical college,2016,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,122037,33245,33116,0.2724173816137729
athens technical college,2017,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,123554,33787,34557,0.2734593780856953
athens technical college,2018,2,0,GA0290900,Athens Technical College,University or College,clarke,0,0,0,0,0,0,0.0932715442,124602,34354,36889,0.27570986019486043
athens-clarke county police department,2009,230,114540,GA0290100,Athens-Clarke County Police Department,City,clarke,2379,0,0,0,0,0,0.0932715442,113112,29430,33364,0.2601845957988542
athens-clarke county police department,2010,228,115592,GA0290100,Athens-Clarke County Police Department,City,clarke,1700,0,0,0,0,1,0.0932715442,115070,30883,34253,0.26838446163205004
athens-clarke county police department,2011,231,117114,GA0290100,Athens-Clarke County Police Department,City,clarke,1770,0,0,0,0,0,0.0932715442,116131,30299,34151,0.2609036346884122
athens-clarke county police department,2012,239,117457,GA0290100,Athens-Clarke County Police Department,City,clarke,1600,0,0,0,0,0,0.0932715442,117762,30810,33846,0.2616293880878382
athens-clarke county police department,2013,235,120122,GA0290100,Athens-Clarke County Police Department,City,clarke,1369,0,0,0,0,0,0.0932715442,118864,31252,33060,0.2629223314039575
athens-clarke county police department,2014,225,121511,GA0290100,Athens-Clarke County Police Department,City,clarke,1129,0,0,0,0,0,0.0932715442,119681,31615,33430,0.26416056015574735
athens-clarke county police department,2015,229,120858,GA0290100,Athens-Clarke County Police Department,City,clarke,1437,0,0,0,0,0,0.0932715442,120905,32110,32162,0.26558041437492247
athens-clarke county police department,2016,228,123934,GA0290100,Athens-Clarke County Police Department,City,clarke,1351,0,0,0,0,0,0.0932715442,122037,33245,33116,0.2724173816137729
athens-clarke county police department,2017,227,124903,GA0290100,Athens-Clarke County Police Department,City,clarke,1196,0,0,0,0,0,0.0932715442,123554,33787,34557,0.2734593780856953
athens-clarke county police department,2018,218,127014,GA0290100,Athens-Clarke County Police Department,City,clarke,447,0,0,0,0,0,0.0932715442,124602,34354,36889,0.27570986019486043
atkinson county sheriff's department,2009,4,4705,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8124,1434,33548,0.17651403249630723
atkinson county sheriff's department,2010,4,4867,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8332,1657,33834,0.19887181949111857
atkinson county sheriff's department,2011,7,4931,GA0020000,Atkinson County Sheriff's Office,County,atkinson,36,0,0,0,0,0,0.1025151143,8375,1535,32814,0.18328358208955223
atkinson county sheriff's department,2012,4,4941,GA0020000,Atkinson County Sheriff's Office,County,atkinson,4,0,0,0,0,0,0.1025151143,8355,1418,28682,0.16971873129862358
atkinson county sheriff's department,2013,4,4806,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8332,1434,30049,0.17210753720595295
atkinson county sheriff's department,2014,4,4846,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8297,1406,30403,0.16945884054477522
atkinson county sheriff's department,2015,4,4784,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,1,58981.5,0,0,0,0.1025151143,8294,1429,30933,0.17229322401736194
atkinson county sheriff's department,2016,4,4889,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8268,1496,31296,0.18093855829704886
atkinson county sheriff's department,2017,4,4889,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8313,1499,33063,0.1803199807530374
atkinson county sheriff's department,2018,9,4859,GA0020000,Atkinson County Sheriff's Office,County,atkinson,0,0,0,0,0,0,0.1025151143,8265,1484,34877,0.1795523290986086
atlanta metropolitan college,2009,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
atlanta metropolitan college,2010,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
atlanta metropolitan college,2011,8,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,1,0,0,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
atlanta metropolitan college,2012,8,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,1,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
atlanta metropolitan college,2013,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,948554,418997,56857,0.44172182079249045
atlanta metropolitan college,2014,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
atlanta metropolitan college,2015,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
atlanta metropolitan college,2016,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,0,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
atlanta metropolitan college,2017,0,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,3,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
atlanta metropolitan college,2018,6,0,GA0604200,Atlanta Metropolitan State College,University or College,fulton,2,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
atlanta police department,2009,1506,552901,GAAPD0000,Atlanta Police Department,City,dekalb,15391,0,0,0,0,0,0.1001136047,733060,396496,51973,0.5408779636046163
atlanta police department,2010,1612,420003,GAAPD0000,Atlanta Police Department,City,dekalb,13672,0,0,1,1896316,2,0.1001136047,685371,376790,51349,0.5497606405873607
atlanta police department,2011,1693,425533,GAAPD0000,Atlanta Police Department,City,dekalb,13508,0,0,0,0,4,0.1001136047,690003,376704,51712,0.5459454524110765
atlanta police department,2012,1775,437041,GAAPD0000,Atlanta Police Department,City,dekalb,12136,0,0,0,0,4,0.1001136047,694671,378457,51252,0.5448003443356639
atlanta police department,2013,1855,451020,GAAPD0000,Atlanta Police Department,City,dekalb,11371,0,0,0,0,1,0.1001136047,700308,377749,50856,0.5394040907714891
atlanta police department,2014,1800,454363,GAAPD0000,Atlanta Police Department,City,dekalb,10954,0,0,0,0,1,0.1001136047,707185,380615,50799,0.538211359121022
atlanta police department,2015,1781,464710,GAAPD0000,Atlanta Police Department,City,dekalb,9890,0,0,0,0,1,0.1001136047,716331,384831,51376,0.5372251096211109
atlanta police department,2016,1694,472579,GAAPD0000,Atlanta Police Department,City,dekalb,9421,0,0,0,0,1,0.1001136047,723902,392967,52623,0.5428455785451622
atlanta police department,2017,1621,481343,GAAPD0000,Atlanta Police Department,City,dekalb,7815,0,0,0,0,0,0.1001136047,736066,397343,55876,0.5398197987680453
atlanta police department,2018,1535,496106,GAAPD0000,Atlanta Police Department,City,dekalb,6808,0,0,1,153350,3,0.1001136047,743187,401085,59280,0.539682475608427
atlanta public schools police department,2009,8,0,GA0605400,Atlanta Public Schools,Other,fulton,0,0,0,0,0,0,0.1001136047,987148,423852,58573,0.42937026666720696
atlanta public schools police department,2010,0,0,GA0605400,Atlanta Public Schools,Other,fulton,0,0,0,0,0,0,0.1001136047,886982,389377,56709,0.4389908701642198
atlanta public schools police department,2011,0,0,GA0605400,Atlanta Public Schools,Other,fulton,51,0,0,0,0,0,0.1001136047,907811,400328,57582,0.44098165807640577
atlanta public schools police department,2012,5,0,GA0605400,Atlanta Public Schools,Other,fulton,138,0,0,0,0,0,0.1001136047,929535,410993,57664,0.4421490315049998
atlanta public schools police department,2013,0,0,GA0605400,Atlanta Public Schools,Other,fulton,178,0,0,0,0,0,0.1001136047,948554,418997,56857,0.44172182079249045
atlanta public schools police department,2014,0,0,GA0605400,Atlanta Public Schools,Other,fulton,198,0,0,0,0,0,0.1001136047,967100,426478,56642,0.4409864543480509
atlanta public schools police department,2015,0,0,GA0605400,Atlanta Public Schools,Other,fulton,105,0,0,0,0,0,0.1001136047,983903,433529,57207,0.44062168730047574
atlanta public schools police department,2016,63,0,GA0605400,Atlanta Public Schools,Other,fulton,72,0,0,0,0,0,0.1001136047,996757,439282,58851,0.44071122650756406
atlanta public schools police department,2017,65,0,GA0605400,Atlanta Public Schools,Other,fulton,79,0,0,0,0,0,0.1001136047,1010420,445952,61336,0.44135310069080186
atlanta public schools police department,2018,72,0,GA0605400,Atlanta Public Schools,Other,fulton,59,0,0,0,0,0,0.1001136047,1021902,451053,64787,0.4413857688897761
attapulgus police department,2009,1,468,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,28495,11315,32769,0.39708720828215477
attapulgus police department,2010,1,449,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,27920,11508,33297,0.4121776504297994
attapulgus police department,2011,1,455,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,27890,11525,31391,0.41323054858372177
attapulgus police department,2012,1,451,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,27815,11582,30061,0.4163940319971239
attapulgus police department,2013,1,441,GA0430200,Attapulgus Police Department,City,decatur,1,0,0,0,0,0,0.0851855599,27676,11461,30619,0.4141133111721347
attapulgus police department,2014,1,434,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,27508,11426,31090,0.4153700741602443
attapulgus police department,2015,1,435,GA0430200,Attapulgus Police Department,City,decatur,0,0,0,0,0,0,0.0851855599,27378,11395,31284,0.4162100956972752
